"text","text_part","chapter_n","author"
"ПИСЬМО ДВАДЦАТЬ ТРЕТЬЕ","номер письма",23,"Виктор"
"Ответ на письмо о Таити. Начинается воспоминаниями. Вспоминается январь, письмо же написано в средине февраля. Но воспоминания кажутся уже недостоверными. Век пара, электричества и джимми ускорил темп жизни. Письмо кончается попыткой написать посвящение, последние абзацы письма даны как опыт патетического стиля. Так их и рассматривайте. (Второе письмо в тот же день)","содержание письма",23,"Виктор"
"Ты написала о себе для меня. 
Ты можешь улыбнуться для меня, обедать для меня или прийти для меня куда-нибудь с кем-нибудь. Я ничего не могу сделать для тебя. 
Ты, наверное, не помнишь слов, которые ты мне написала на листке записной книжки. 
Если бы они были правдой на одну только минуту, если бы ты их забыла, то я тоже смог бы писать о себе для тебя или хоть о тебе для тебя. 
Но книжка потеряна, и письма нельзя предъявить ко взысканию. 
Прости, Аля, что слово «любовь» опять голым вылезло в моем письме. Я устал писать не о любви. В моих письмах все время чужие люди, как при встречах с тобой, втроем, вчетвером, а иногда и в целом хоре. 
Отпусти на свободу мои слова, Аля, чтобы они смогли прийти к тебе. 
Разреши мне писать о любви. 
Но не стоит плакать, я ведь сам веселый и легкий, как летний зонтик. 
Письмо твое хорошее. У тебя верный голос — ты не фальцетируешь.
Мне немножко даже завидно. 
Ты была на Таити, и тебе, кроме того, легче писать. 
Ты не знаешь — и это хорошо, — что многие слова запрещены. 
Запрещены слова о цветах. Запрещена весна. Вообще все хорошие слова пребывают в обмороке. 
Мне надоели умное и ирония. 
Твое письмо вызвало у меня зависть. 
Как мне хочется просто описывать предметы, как будто никогда не было литературы и поэтому можно писать литературно. 
Хорошо еще было бы написать длинными фразами что-нибудь вроде: «Чуден Днепр при тихой погоде». 
Я тоже хочу написать о «невянущем», — нет, лучше о «неувядающем» венке.
Буду писать о венках, а разгон возьму с твоего письма. 
Аля, я не могу удержать слов! 
Я люблю тебя. С восторгом, с цимбалами. 
Это — слова. 
Ты загнала мою любовь в телефонную трубку. Это я говорю. 
А слова говорят: «Она — единственный остров для тебя и твоей жизни. От нее нет тебе возврата. Только вокруг нее море имеет цвет». 
И говорим мы вместе. 
Женщина, не допустившая меня до себя! Пускай ляжет у твоего порога, как черный Тапу, моя книга! Но она белая. Нет, иначе. Не нужно упрека. Любимая! Пускай окружит моя книга твое имя, ляжет вокруг пего белым, широким, немеркнущим, невянущим, неувядающим венком.","текст письма",23,"Виктор"
"ПИСЬМО ДВАДЦАТЬ ЧЕТВЕРТОЕ,","номер письма",24,"Виктор"
"нерадостное, чем оно не отличается от других писем. В нем говорится о немцах, которые умеют умирать, о женщинах, которых ми теряем, о Марке Шагале, об умении держать вилку и значении провинциализма в истории искусства.","содержание письма",24,"Виктор"
"Ты чувствуешь себя связанной с культурным миром. 
С которым, Аля? — их много. 
Каждая страна имеет свою культуру, и ее нельзя взять иностранцу. 
У меня болит сердце за Петербург, я думаю о его мостовых, а ты не можешь вернуться к России, ты любишь Францию, но не умрешь от тоски по ней. 
Ты — человек слишком общеевропейской культуры. 
Если бы автомобиль ничего не весил, он не мог бы ехать, тяжесть дает опору его колесам. 
Я не писал бы этого тебе, если бы не любил. 
Но мучай меня тем, что я для тебя ничего не вешу, мир вокруг Али не имеет веса. 
У Богатырева рядом на квартире отравилась газом немецкая семья. Мать оставила записку: «На свете нет места немецкому труженику». 
Немцы, мне стыдно, что я не могу помочь вам! 
Аля, прости мне мою нерадостную любовь; скажи, на каком языке скажешь ты последнее слово, умирая? 
Я говорю тебе разные заговоры, сравниваю тебя со всеми. Говорят, что в психоз люди уходят сознательно, как в монастырь. Легче вообразить себя собакой, чем жить человеком. 
Хочется мне разорвать на куски и по городу разбросать то, что люблю. 
Не умею. 
Раз собрались мы недавно в ателье. 
В комнате были петербуржцы и москвичи. 
Кто-то заговорил о визах. Рассказывают, что прежде, год, два тому назад, русские говорили друг с другом о паспортах так же охотно, как замужняя женщина о родах. 
Как-то разговорились и в этот раз. Мужчины — те больше были совсем без паспортов, живут, потому что прижились. 
Но женщины! 
Француженки, швейцарки, албанки (честное слово), итальянки, чешки — и все-все всерьез и надолго. 
Обидно для мужчин растратить своих женщин. Воображаю, что было в Константинополе! 
Страшно видеть похожие судьбы. Наша любовь, наши браки, бегства — только мотивировки. 
Теряем мы себя, становимся соединительной тканью. 
А в искусстве нужно местное, живое, дифференцированное (вот так слово для письма!). 
Мы потеряем мастерство, как теряем женщин. 
Ты чувствуешь себя связанной с культурой, знаешь, что у тебя хороший вкус, а я люблю вещи другого вкуса. Люблю Марка Шагала. 
Марка Шагала я видел в Петербурге. Похожий, как мне показалось, на Н.Н. Евреинова, он был вылитый парикмахер из маленького местечка. 
Перламутровые пуговицы на цветном жилете. Это человек до смешного плохого тона. 
Краски своего костюма и свой местечковый романтизм он переносит на картины.
Он в картинах не европеец, а витебец. 
Марк Шагал не принадлежит к «культурному миру». 
Он родился в Витебске, маленьком, провинциальном городишке. 
Позже, во время революции, напух Витебск, в нем была большая художественная школа. В то время часто напухал то один, то другой город: то Киев, то Феодосия, то Тифлис, раз даже одно село на Волге — Марксштадт — напухло философской академией. 
Так вот, витебские мальчишки все рисуют, как Шагал, и это ему в похвалу, он сумел быть в Париже и Питере витебцем. 
Хорошо уметь держать вилку, хотя в Европе это умеет делать и барышня из Nachtlokal’я. Еще лучше знать, какую обувь надевать к смокингу и какие запонки вдеть в шелковую рубашку. Для меня эти знания мало применимы. 
Но я помню, что в Европе все — европейцы по праву рождения. 
Но в искусстве нужен собственный запах, и запахом француза пахнет только француз. 
Тут мыслью о спасении мира не поможешь. 
Полезно введение провинциализма, перекрещивание его с традиционным искусством. «Балалаечники», «Карусель» и прочее плохо тем, что все это подделывает русский провинциализм. 
Это сбивает людей. Мешает будущей работе. Картинам, романам. 
А хорошо писать — трудно, это всегда говорили мне друзья. 
Жить по-настоящему больно. 
В этом ты мне помогаешь. ","текст письма",24,"Виктор"
"ПИСЬМО ДВАДЦАТЬ ПЯТОЕ","номер письма",25,"Виктор"
"О весне, «Prager Diele», Эренбурге, трубках, о времени, которое идет, губах, которые обновляются, и о сердце, которое истрепывается, в то время, как с чужих губ только слезает краска. О моем сердце.","содержание письма",25,"Виктор"
"Уже градусов семь тепла. Осеннее пальто обратилось в весеннее. Зима проходит, и что бы ни случилось, меня не заставят перетерпеть эту зиму сначала. 
Будем верить в свое возвращение. Весна приходит. 
Ты мне сказала, что у тебя весной такое впечатление, как будто ты что-то потеряла или забыла и не можешь вспомнить что. 
Весною в Петербурге я ходил по набережным в черной накидке. Там белые ночи, а солнце встает, когда мосты еще не наведены. Я много находил на набережных. А ты не найдешь, ты только сумела заметить потерю. Иные набережные у Берлина. Они тоже хороши. Хорошо по берегу каналов ходить в рабочие кварталы. 
Там расширяются местами каналы в тихие гавани, и подъемные краны нависают над водой. Как деревья. Там, у Hallesches Tor, еще дальше места, где ты живешь, стоит круглая башня газовых заводов, как у нас на Обводном. К тем башням, когда мне было восемнадцать лет, я провожал любимую каждый день. Очень красивы каналы и тогда, когда по берегу их идет высокий помост железной городской дороги. 
Я уже вспоминаю, что потерял. 
Слава богу, весна. 
Из «Prager Diele» вынесут на улицу столики, и Илья Эренбург увидит небо. 
Илья Эренбург ходит по улицам Берлина, как ходил по Парижу и прочим городам, где есть эмигранты, согнувшись, как будто ищет на земле то, что потерял. Впрочем, это неверное сравнение — не согнуто тело в пояснице, а только нагнута голова и скруглена спина. Серое пальто, кожаное кепи. Голова совсем молодая. У него три профессии: 1) курить трубку, 2) быть скептиком, сидеть в кафе и издавать «Вещь», 3) писать «Хулио Хуренито». 
Последнее по времени «Хулио Хуренито» называется «Трест Д. Е.». От Эренбурга исходят лучи, лучи эти носят разные фамилии, примета у них та, что они курят трубки. Лучи эти наполняют кафе. 
В углу кафе сидит сам учитель и показывает искусство курить трубку, писать романы и принимать мир и мороженое со скептицизмом. 
Природа щедро одарила Эренбурга — у него есть советский паспорт. 
Живет он с этим паспортом за границей. И тысячи виз. 
Я не знаю, какой писатель Илья Эренбург. 
Старые вещи нехороши. 
О «Хулио Хуренито» хочется думать. Это очень газетная вещь, фельетон с сюжетом, условные типы людей и сам старый Эренбург с молитвой; старая поэзия взята как условный тип. 
Роман развертывается по «Кандиду» Вольтера, правда, с меньшим сюжетным разнообразием. 
В «Кандиде» хорошо сюжетное кольцо: пока ищут Кунигунду, она живет со всеми и стареет. Герою достается старуха, вспоминающая о нежной коже болгарина. 
Этот сюжет, вернее — критическая установка на то, что «время идет» и измены совершаются, обрабатывался уже Боккаччо. Там женщина-невеста переходит из рук в руки и наконец достается своему мужу, с уверениями в девственности. 
А по дороге она узнала не одни только руки. Эта новелла кончается знаменитой фразой о том, что губы не убывают, а только обновляются от поцелуев. 
Но ничего, я скоро вспомню то, что забыл. У Эренбурга есть своя ирония, рассказы и романы его не для елизаветинского шрифта. В нем хорошо то, что он не продолжает традиций великой русской литературы и предпочитает писать, «плохие вещи». 
Прежде я сердился на Эренбурга за то, что он, обратившись из еврейского католика или славянофила в европейского конструктивиста, не забыл прошлого. 
Из Савла он не стал Павлом. Он Павел Савлович и издает «Звериное тепло». 
Он не только газетный работник, умеющий собрать в роман чужие мысли, но и почти художник, чувствующий противоречие старой гуманной культуры и нового мира, который строится сейчас машиной. 
Меня же из всех противоречий огорчает то, что пока губы обновляются — сердце треплется и то, что забыто, истрепывается вместе с ним, неузнанное. ","текст письма",25,"Виктор"
"ПИСЬМО ДВАДЦАТЬ ШЕСТОЕ,","номер письма",26,"Виктор"
"О маске, аккумуляторных моторах, длине капота мотора «испана суиза», вообще о двигателях внутреннего сгорания и о том, что автомобиль «испана суиза» носил бы кольца в ушах, если бы был человеком. Как автомобилист, скажу: письмо наполнено тихой яростью и клеветой.","содержание письма",26,"Виктор"
"Сегодня проснулся среди ночи. Разбудила меня непонятность предмета, находящегося в моих руках. 
Предмет оказался черной бумажной маской, а я сам посредине комнаты. 
Очевидно, для меня хорошо было бы поехать в санаторий. 
О любви же говорить мне вредно. 
Поговорим об автомобилях. 
Грустно ездить на такси! 
Самое грустное ехать в электрическом моторе. У него не бьется сердце, он заряжен, наполнен тяжелыми аккумуляторами, но разрядятся пластины — и он станет. 
Много машин завел я на своем веку, иногда они сами ударяли меня обратным ударом; много людей поднял я на работу. 
Иногда и в Берлине хочется завести мотор, с которым не может справиться шофер, раза два так делал, но на третий раз ошибся самым обидным образом. 
Подошел заводить, а мотор электрический, у него радиатор поддельный и ручки, конечно, нет. Как завести машину, у которой нет сердца, которая не заводится? А вид у нее фальшивый: вроде пристяжной манишки и манжет; устроен спереди капот, будто бы для мотора, а там небось тряпки. 
Притворяются двигателями внутреннего сгорания. 
Бедная русская эмиграция! 
У нее не бьется сердце. 
В Берлине нельзя, невежливо говорить на улицах громко по-русски. Ведь сами немцы почти шепчут. 
Живи, но молчи. 
Мертвым аккумуляторным автомобилем, без шума и надежды, слоняйся по городу. Раскручивай, затаив дыхание, то, что имел, а раскрутив, умри. 
Мы заряжены в России, а здесь только крутимся, крутимся и скоро станем. Свинцовые листы аккумуляторов обратятся в одну только тяжесть. 
Кислота станет кисленькой. 
Кисленькой тяжестью пахнут русские берлинские газеты. 
Кисленькие и тяжелые слова я написал. 
Поговорим лучше об автомобильных марках. 
Тебе нравится «испана суиза»? 
Напрасно! Не выдавай себя. 
Ты любишь дорогие вещи и найдешь в магазине самое дорогое, если даже спутать ночью все этикетки цен. «Испана суиза»? Плохая машина. Честная, благородная машина с верным ходом, на которой шофер сидит боком, щеголяя своим бессилием, — это «мерседес», «бенц», «фиат», «делоне-бельвиль», «паккард», «рено», «делаж» и очень дорогой, но серьезный «рольс-ройс», обладающий необыкновенно гибким ходом. 
У всех этих машин конструкция корпуса выявляет строение мотора и передачи и, кроме того, рассчитана на наименьшее сопротивление воздуха. Гоночные машины обыкновенно имеют длинные носы, высокие спереди; это объясняется тем, что именно такая форма, при большой скорости, дает наименьшее сопротивление среды. Ведь ты замечала, Аля, что птица летит вперед не острым хвостом, а широкой грудью? 
Длина капота мотора объясняется, конечно, количеством цилиндров двигателя (4, 6, реже 8, 12) и их диаметром. Публика привыкла к долгоносым машинам. «Испана суиза» — машина с длинным ходом, то есть у нее большое расстояние между нижней и верхней мертвой точкой. 
Это машина высокооборотная, форсированная, так сказать — нанюхавшаяся кокаина. Ее мотор высокий и узкий. 
Это ее частное дело. 
Но капот машины длинный. 
Таким образом, «испана суиза» маскируется своим капотом, у нее чуть ли не аршин расстояния между радиатором и мотором. Этот аршин лжи, оставленный для снобов, этот аршин нарушения конструкции меня приводит в ярость. 
Если я буду тебя ненавидеть, если я смогу спеть когда-нибудь: ","текст письма",26,"Виктор"
"
Пропадайте те дорожки,
По которым я ходил! —","текст письма",26,"Виктор"
"то я отправлю память о тебе не к чертям, а, именно в эту пустоту в «испане суизе».
Твоя «испана суиза» дорогая, но ерундовая.  
На нее часто ставят кароссери с откидывающимися набок сиденьями вместо дверки. Должно нравиться альфонсам. 
У нее неприличный наклон руля и были бы кольца в ушах, если бы она была человеком. У твоей «испаны суизы» радиатор не на месте, она ходит в прицепных манжетах. Она никогда не будет любить тебя. Все это для меня интересней судеб русской эмиграции. Впрочем, у «испаны суизы» есть свой рекорд на большую дистанцию по гористой местности. ","текст письма",26,"Виктор"
"ПИСЬМО ДВАДЦАТЬ СЕДЬМОЕ","номер письма",27,"Виктор"
"О принципе относительности, и немце с кольцами в ушах. Тут же приводится сказка о мышонке, превращенном в девушку.","содержание письма",27,"Виктор"
"Разве может быть экзотичным человек, который носит кольца в ушах? 
Правда, только на маскарадах. 
И брюки щегольские, но слишком широкие для человека, который себя уважает. А на улице — бобровую шапку. 
А ты тянешься к нему снизу вверх! 
Что делать, Аля, от тебя узнаю я принцип относительности. 
Впрочем, вот сказка. 
Отшельник превратил мышь, которую он полюбил, — странная любовь, но чего не сделаешь от одиночества и Берлине, — в девушку. 
Девушка отшельника не любила. Он ревновал ее.  
Она ему говорила: «Так вот какая твоя любовь».  
Девушка еще говорила: «Я хочу свободы прежде всего. И лучше уходи». 
Отшельник позвонил ей по телефону и сказал; «Сегодня хороший день!» 
Девушка сказала: «Я еще не оделась». 
Отшельник сказал: «Я подожду. Поедем, я буду сопровождать тебя по магазинам». 
Покупала девушка. 
Потом вывез ее отшельник за город, в Ванзее. 
Солнце еще было в небе. 
Хотя магазинов много. 
Он сказал: «Хочешь быть женой солнца?» 
В то время на солнце набежало облако. 
Девушка сказала: «Облако могущественней». 
Отшельник был сговорчив, особенно с девушкой. 
Он сказал: «Хочешь, облако будет твоим мужем?» 
В этот момент ветер отогнал облако. 
Девушка сказала: «Ветер могущественней». 
Отшельник начал сердиться. 
Телефон испортил его нервы. 
Он закричал: «Я сосватаю тебе ветер!» 
Девушка обиженно отвечала: «Мне не нужен ветер, мне тепло и не дует. Я закрыта от ветра этой горой. Гора могущественней». 
Отшельник понял, что женщины в магазинах всегда долго выбирают и девушка думает, что она в магазине. Он ответил терпеливо, как приказчик: «Изволь гору!» 
Лицо девушки в это время просияло. Она стала совсем веселая. 
Отшельнику показалось даже, что он счастлив. 
Она указала ему пальчиком па низ горы и сказала: «Смотри!» 
Отшельник ничего не видел. 
«Как он красив, как он могуществен, он сильнее горы, вот существо моего быта, как он одет!» 
«Кто же?» — спросил отшельник. 
«Мышонок, милый отшельник! — сказала девушка. — Он прогрыз гору, посмотри, он уже любит меня». 
«Здорово, — сказал отшельник, — этого ты на самом деле полюбишь; ну хорошо, что ты не влюбилась хоть в человека из оперетки». 
И он поцеловал девушку-мышь в ее розовые уши и отпустил ее, дав ей мышиный паспорт. С этим паспортом, кстати, прописывают во всех странах. 
Не сердись за мышь. 
Сердце истыкано медными пуговицами, как куртка мальчика в лифте. 
Оно за день тысячу раз подымается и тысячу раз падает. 
Оно как мышь, разлинованная мышеловкой. 
Люблю тебя — как любит солнце. Как любят ветер. Как любят горы.  
Как любят: навек. ","текст письма",27,"Виктор"
"ПИСЬМО ДВАДЦАТЬ ВОСЬМОЕ,","номер письма",28,"Виктор"
"с жалобой на то, что горе слишком коротко. Он требователен не по силам. Горя ему уже хватит на носовой платок. Кроме этого, в письме дан вариант известной сказки. Письмо это не было записано, а невысказанные слова становятся мыслью.","содержание письма",28,"Виктор"
"Клянусь тебе… я скоро кончу свой роман. 
Женщина, не отвечающая мне! 
Ты загнала мою любовь в телефонную трубку. 
Мое горе приходит ко мне и сидит со мной за одним столом. 
Я разговариваю с ним. 
А доктор говорит, что у меня нормальное кровяное давление и моя галлюцинация — только литературное явление. 
Горе приходит ко мне. Я говорю с ним и внутренне подсчитываю листы. 
Кажется, только три листа. 
Какое короткое горе. 
Нужно было бы завести другое — в международном масштабе. 
А могло бы случиться иначе. 
Я не сумел. 
Я сумел только, как ты приказала, завести шесть рубашек. 
«Три у меня, три в стирке». 
Мне нужно было сломиться, и я нашел себе ломающую любовь; кончаю, я это тебе уже писал. 
Человек точил нож о камень. Ему не нужен камень, хотя он и наклоняется к нему. 
Это из Толстого. 
У него длинней написано и лучше. 
В моей судьбе все было предопределено. 
Но могло быть и иначе. 
Я дам вторую развязку роману. 
Это будет из Андерсена. 
Это то, что могло случиться. 
Жил принц. 
У него было две драгоценности: роза, выросшая на могиле его матери, и соловей, который пел так сладко, что можно было забыть свою собственную душу. 
Он полюбил принцессу ив соседнего королевства и послал ей: 
1) розу, 
2) соловья. 
Розу принцесса подарила инструктору скетинг-ринга, а соловей умер у нее на третий день: он не выдер­жал запаха одеколона и пудры. 
Дальше Андерсен рассказывает все неправильно. 
Принц не переоделся вовсе свинопасом. 
Он занял деньги, купил шелковые носки и туфли с острыми носками. 
Один день учился улыбаться, два — молчать и три месяца привыкал к запаху пудры. 
Он подарил принцессе: 
1) трещотку, под которую можно было танцевать шимми, 
2) какую-то игрушку, которая сплетничала, — вероятно, книжку с посвящением. 
Принцесса действительно его целовала. 
Ночь, в которую принцесса пришла к принцу, была действительно черная, дождливая. 
Принцесса постучалась уверенно. 
Принц скатился по перилам: ему каждую ночь казалось, что стучат, и кататься по перилам он научился в совершенстве. 
Он открыл дверь, и (скажу для кубизма) ветер выбросил в четырехугольник дождь призмой и зонтик шаровым сектором. 
Принц сразу узнал зонтик. 
Он поклонился ниже своих ног (ведь он стоял на пороге) и сказал: 
«Войдите, принцесса, в свой дом».  
Она вошла; был дождь. 
Она так устала, что шла по лестнице, не закрыв даже зонтика. 
Принц посадил ее перед камином, разжег огонь, накрыл на стол и хотел бежать. Он хотел подарить ей: 
1) розу, 
2) соловья. 
Принц был рассеян. 
Вот тогда-то и засмеялась жареная рыба. 
Жареная рыба смеется в восточных сказках. Подробности я сообщу в своих других книгах. 
В европейской литературе, насколько мне известно, она засмеялась первый раз у меня. 
Она смеется тогда, когда видит, что кто-то подарил свое сердце вместо трещотки. 
В этот раз она смеялась до упаду, хлопала хвостом и брызгала соусом. 
«Принц, — сказала она, — зачем ты портишь чужие сказки?» 
«Андерсен оклеветал меня, — ответил принц.  
Дом мой и мое сердце принадлежат принцессе!  
Тот, кого любят, никогда не бывает виновен.  
А ты лежи смирно и не брызгайся соусом, потому что принцесса тебя будет сейчас есть». 
«Ты съеден сам, о жареный принц», — сказала рыба.  
Так сказала она и умерла во второй раз, от скуки: она не любила принцессу. 
И вот вторая возможная развязка романа.  
Принцесса живет в одном доме с принцем, потому что в городе очень мало свободных квартир. 
Принц сделался игрушечным мастером: он чинит граммофоны и делает трещотки, под которые можно танцевать шимми. 
Принцесса живет в его доме. 
Но живет она с другими. 
Оказывается, из одной точки можно опустить на прямую несколько перпендикуляров. 
Все это можно понять, или хорошо зная неэвклидовскую геометрию, или дойдя до того, когда каламбур так мало смешит человека, как язва в желудке. 
Все это — «как». 
Все мои письма о том, «как» я люблю тебя. ","содержание письма",28,"Виктор"
"ПИСЬМО ДВАДЦАТЬ ДЕВЯТОЕ","номер письма",29,"Аля"
"Алино последнее. В нем Аля пишет о том, как нужно писать любовные письма. Это письмо кончается свирепой фразой: «Брось писать о том, как, как, как ты меня любишь, потому что на третьем «как» я начинаю думать о постороннем». Автор книги искренне желает своим читателям никогда не получать таких писем.","содержание письма",29,"Аля"
"Ты нарушаешь уговор. 
Ты пишешь мне по два письма в день. Писем набралось много. 
Я наполнила ящик письменного стола, запрудила карманы и сумочку. 
Ты говоришь, что знаешь, как сделан Дон-Кихот, но любовного письма ты сделать не можешь. 
И ты все злеешь и злеешь. 
А когда пишешь любовно, ты захлебываешься в лирике и пускаешь пузыри… (пишу тебе в «Юге» чинно, одиноко, ожидая шницеля). 
В литературе я понимаю мало, хотя ты льстец и утверждаешь, что я понимаю не хуже тебя; в письмах же о любви я знаю толк. Недаром же ты говоришь, что, войдя в какое-нибудь учреждение, я сразу знаю, что к чему и кто с кем. 
Ты пишешь о себе, а когда обо мне, то упрекаешь.  
Любовных писем не пишут для собственного удовольствия, как настоящий любовник не о себе думает в любви. 
Ты под разными предлогами пишешь все о том же.  
Брось писать о том, как, как, как ты меня любишь, потому что на третьем «как» я начинаю думать о постороннем. ","текст письма",29,"Аля"
"ПИСЬМО ТРИДЦАТОЕ","номер письма",30,"Виктор"
"и последнее. Оно адресовано во ВЦИК. В нем опять говорится о двенадцати железных мостах. Это письмо заключает в себе просьбу о разрешении вернуться в Россию.","содержание письма",30,"Виктор"
"Заявление во ВЦИК СССР.
Я не могу жить в Берлине.
Всем бытом, всеми навыками я связан с сегодняшней Россией. Умею работать только для нее. 
Неправильно, что я живу в Берлине. 
Революция переродила меня, без нее мне нечем дышать. Здесь можно только задыхаться. 
Горька, как пыль карбида, берлинская тоска. Не удивляйтесь, что я пишу это письмо после писем к женщине. 
Я вовсе не ввязываю в дело любовной истории.  
Женщины, к которой я писал, не было никогда. Может быть, была другая, хороший товарищ и друг мой, с которой я не сумел сговориться. Аля — это реализация метафоры. Я придумал женщину и любовь для книги о непонимании, о чужих людях, о чужой земле. Я хочу в Россию. 
Все, что было — прошло, молодость и самоуверенность сняты с меня двенадцатью железными мостами. Я поднимаю руку и сдаюсь. 
Впустите в Россию меня и весь мой нехитрый багаж: шесть рубашек (три у меня, три в стирке), желтые сапоги, по ошибке начищенные черной ваксой, и синие старые брюки, на которых я тщетно пытался нагладить складку. ","текст письма",30,"Виктор"
